Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;2;0.3;10.0
2;200;5;4;sqrt;
3;100;5;4;0.3;20.0
4;100;2;2;log2;10.0
5;200;5;2;sqrt;
6;300;5;1;sqrt;20.0
7;200;5;4;sqrt;10.0
8;300;10;2;sqrt;
9;100;2;2;sqrt;10.0
10;500;5;1;sqrt;10.0
11;500;5;2;log2;
12;200;2;1;sqrt;20.0
13;300;5;1;log2;20.0
14;100;10;4;0.3;10.0
15;100;10;2;log2;20.0
16;500;5;4;log2;20.0
17;500;10;4;0.3;
18;500;10;2;sqrt;
19;200;10;2;sqrt;
20;100;2;2;0.3;
21;300;10;2;sqrt;20.0
22;300;10;2;log2;10.0
23;100;2;4;log2;10.0
24;300;10;4;log2;10.0
25;500;2;2;0.3;10.0
26;200;2;1;log2;
27;200;2;1;log2;20.0
28;100;10;4;0.3;
29;300;10;2;log2;
30;100;10;2;sqrt;10.0
