Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;1;sqrt;10.0
2;100;10;4;sqrt;20.0
3;200;10;2;0.3;10.0
4;200;10;2;sqrt;20.0
5;100;10;2;log2;
6;200;10;2;0.3;20.0
7;500;10;4;0.3;20.0
8;100;5;4;sqrt;10.0
9;100;5;4;0.3;10.0
10;300;10;4;sqrt;
11;500;10;4;log2;10.0
12;300;2;1;0.3;
13;300;10;1;log2;
14;300;10;2;log2;20.0
15;300;2;1;sqrt;10.0
16;200;5;2;log2;
17;100;5;1;log2;
18;300;10;1;0.3;
19;300;10;4;sqrt;20.0
20;300;10;2;sqrt;
21;100;2;2;0.3;10.0
22;200;10;4;0.3;
23;100;2;1;log2;
24;100;2;2;sqrt;
25;500;5;2;sqrt;10.0
26;500;10;2;log2;20.0
27;100;2;1;log2;10.0
28;200;10;4;log2;
29;200;10;1;0.3;20.0
30;200;2;2;log2;10.0
