Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;0.3;10.0
2;200;5;2;0.3;
3;200;10;1;sqrt;20.0
4;500;5;2;0.3;20.0
5;200;5;2;sqrt;
6;500;5;4;log2;20.0
7;500;5;2;log2;20.0
8;100;5;4;sqrt;20.0
9;300;5;1;log2;20.0
10;300;10;2;sqrt;
11;200;10;4;log2;10.0
12;200;2;2;sqrt;20.0
13;100;10;2;sqrt;
14;100;10;1;log2;
15;300;10;4;sqrt;10.0
16;300;10;2;sqrt;10.0
17;300;5;4;sqrt;20.0
18;500;5;1;log2;
19;300;2;2;0.3;10.0
20;500;10;1;log2;20.0
21;100;5;2;log2;10.0
22;300;2;2;0.3;20.0
23;300;2;2;log2;
24;500;10;1;0.3;10.0
25;300;5;1;0.3;10.0
26;500;10;2;log2;20.0
27;100;10;1;log2;20.0
28;100;2;4;log2;20.0
29;200;2;1;0.3;20.0
30;100;10;2;log2;10.0
