Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;1;0.3;20.0
2;500;5;4;sqrt;
3;300;10;2;sqrt;10.0
4;100;5;4;0.3;20.0
5;200;5;1;0.3;
6;500;10;4;sqrt;20.0
7;300;2;2;log2;20.0
8;100;2;2;log2;
9;500;5;4;sqrt;10.0
10;100;5;1;log2;20.0
11;300;2;1;0.3;20.0
12;500;10;4;log2;
13;200;5;4;sqrt;20.0
14;300;10;1;log2;20.0
15;100;2;2;log2;10.0
16;500;5;2;sqrt;
17;100;10;4;0.3;20.0
18;200;10;1;sqrt;10.0
19;100;2;1;log2;
20;500;2;1;0.3;
21;200;5;1;sqrt;10.0
22;300;10;1;log2;10.0
23;100;2;1;0.3;20.0
24;100;5;4;0.3;
25;500;10;1;0.3;10.0
26;200;5;2;0.3;20.0
27;100;10;4;sqrt;20.0
28;100;2;2;0.3;10.0
29;500;5;4;log2;20.0
30;200;5;2;log2;10.0
