Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;1;log2;20.0
2;100;10;2;log2;10.0
3;100;2;4;0.3;20.0
4;500;5;1;sqrt;20.0
5;200;2;2;log2;
6;100;5;2;log2;10.0
7;200;10;2;sqrt;20.0
8;200;10;4;log2;
9;200;10;1;0.3;
10;100;10;2;log2;
11;500;5;4;sqrt;
12;300;10;2;log2;
13;200;2;4;sqrt;20.0
14;300;2;4;sqrt;
15;500;5;2;sqrt;
16;500;10;1;0.3;20.0
17;300;2;1;log2;
18;500;10;4;log2;20.0
19;100;5;2;0.3;
20;300;10;2;sqrt;
21;300;10;4;sqrt;20.0
22;500;5;4;sqrt;10.0
23;200;5;2;log2;10.0
24;200;10;4;0.3;10.0
25;500;10;4;0.3;20.0
26;500;10;1;sqrt;10.0
27;100;10;1;0.3;10.0
28;200;2;4;0.3;20.0
29;300;5;1;0.3;10.0
30;200;10;2;log2;20.0
