Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;sqrt;20.0
2;500;5;4;0.3;20.0
3;200;2;1;log2;
4;100;2;2;0.3;20.0
5;500;2;2;0.3;20.0
6;500;10;2;0.3;10.0
7;200;2;4;0.3;
8;500;5;1;sqrt;10.0
9;300;2;1;0.3;20.0
10;200;10;1;log2;10.0
11;300;10;4;log2;10.0
12;300;10;2;sqrt;10.0
13;500;5;2;sqrt;10.0
14;200;5;1;log2;10.0
15;100;5;4;sqrt;
16;300;2;2;0.3;10.0
17;200;10;1;sqrt;10.0
18;300;10;2;sqrt;
19;100;5;2;sqrt;20.0
20;300;10;2;sqrt;20.0
21;300;5;4;sqrt;10.0
22;500;2;2;log2;10.0
23;500;10;2;log2;20.0
24;200;10;1;sqrt;20.0
25;200;5;2;log2;
26;100;5;1;sqrt;10.0
27;100;2;2;sqrt;
28;300;2;2;log2;20.0
29;500;10;4;sqrt;20.0
30;100;2;4;sqrt;20.0
