Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;1;log2;20.0
2;200;10;2;log2;
3;300;10;2;0.3;10.0
4;100;2;4;0.3;
5;500;10;2;log2;20.0
6;100;2;4;sqrt;20.0
7;100;10;2;sqrt;10.0
8;500;5;4;0.3;
9;500;5;1;log2;
10;500;2;1;sqrt;
11;500;5;4;log2;20.0
12;300;10;4;log2;10.0
13;300;2;4;0.3;
14;300;5;1;sqrt;
15;500;5;4;log2;
16;500;10;4;sqrt;
17;200;5;4;log2;
18;100;10;4;log2;
19;500;2;2;0.3;
20;200;2;1;sqrt;20.0
21;100;2;4;0.3;20.0
22;200;5;4;log2;20.0
23;200;5;1;log2;10.0
24;500;5;1;0.3;
25;500;10;1;log2;10.0
26;500;10;4;0.3;10.0
27;200;5;2;log2;
28;500;5;1;sqrt;10.0
29;100;5;1;0.3;
30;300;5;2;0.3;10.0
