Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;1;sqrt;10.0
2;500;2;2;sqrt;20.0
3;300;5;1;log2;20.0
4;100;10;1;0.3;20.0
5;500;5;4;sqrt;20.0
6;100;2;2;sqrt;10.0
7;100;2;2;sqrt;
8;500;5;1;0.3;20.0
9;100;2;2;0.3;10.0
10;300;2;4;0.3;20.0
11;300;5;2;log2;10.0
12;200;2;1;log2;20.0
13;500;5;4;log2;10.0
14;100;5;1;sqrt;
15;100;10;1;log2;10.0
16;100;2;4;log2;10.0
17;100;2;1;0.3;
18;100;2;4;0.3;20.0
19;300;10;2;sqrt;10.0
20;100;10;4;sqrt;10.0
21;200;2;1;log2;
22;300;5;4;log2;20.0
23;200;5;2;sqrt;10.0
24;200;5;4;log2;20.0
25;200;5;4;sqrt;
26;200;5;2;log2;20.0
27;500;2;4;sqrt;20.0
28;500;5;2;sqrt;20.0
29;300;2;2;sqrt;10.0
30;200;5;4;0.3;20.0
