Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;log2;
2;300;2;2;log2;10.0
3;100;2;2;log2;
4;300;2;4;sqrt;
5;200;2;2;0.3;10.0
6;300;10;4;sqrt;10.0
7;200;10;2;0.3;20.0
8;100;5;1;sqrt;20.0
9;300;2;2;0.3;10.0
10;100;5;1;0.3;20.0
11;500;10;1;0.3;20.0
12;100;5;4;0.3;10.0
13;100;2;1;0.3;10.0
14;300;10;2;sqrt;20.0
15;100;10;1;0.3;20.0
16;200;5;2;0.3;20.0
17;300;10;4;log2;10.0
18;100;2;1;0.3;20.0
19;200;10;1;0.3;10.0
20;200;5;2;log2;10.0
21;300;5;1;log2;
22;100;10;2;log2;
23;300;5;4;0.3;20.0
24;500;10;1;0.3;
25;500;5;4;log2;10.0
26;300;5;2;0.3;20.0
27;200;10;4;sqrt;
28;200;5;4;log2;20.0
29;500;10;1;0.3;10.0
30;100;10;2;0.3;10.0
