Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;4;log2;10.0
2;500;5;1;log2;
3;300;10;4;sqrt;
4;100;10;2;0.3;
5;500;10;4;0.3;
6;500;5;1;sqrt;20.0
7;100;2;1;log2;
8;300;10;1;sqrt;
9;100;2;4;log2;10.0
10;200;10;1;0.3;10.0
11;100;2;2;sqrt;20.0
12;200;5;4;0.3;
13;100;2;2;0.3;10.0
14;200;2;4;sqrt;
15;500;10;4;log2;20.0
16;500;10;2;sqrt;
17;200;10;2;sqrt;10.0
18;500;5;1;0.3;
19;500;5;4;sqrt;
20;200;5;1;sqrt;20.0
21;200;5;4;0.3;10.0
22;300;2;1;sqrt;10.0
23;200;10;4;0.3;20.0
24;100;5;2;sqrt;10.0
25;100;2;2;log2;20.0
26;300;5;4;log2;20.0
27;300;5;4;0.3;
28;300;2;2;sqrt;10.0
29;300;2;4;0.3;
30;300;2;2;0.3;20.0
