Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;0.3;
2;500;10;4;0.3;10.0
3;200;10;4;0.3;
4;200;5;2;sqrt;
5;500;5;1;sqrt;
6;200;2;1;0.3;10.0
7;200;5;1;0.3;
8;200;5;1;log2;20.0
9;300;2;1;log2;
10;200;2;2;0.3;10.0
11;200;10;4;sqrt;10.0
12;300;10;4;0.3;20.0
13;500;5;1;sqrt;20.0
14;100;10;4;log2;
15;100;10;4;log2;10.0
16;500;2;4;sqrt;10.0
17;500;5;2;sqrt;10.0
18;300;2;1;sqrt;10.0
19;300;10;4;sqrt;10.0
20;100;5;2;log2;
21;200;2;4;sqrt;
22;300;5;4;log2;10.0
23;100;10;2;0.3;10.0
24;500;2;1;log2;10.0
25;300;5;4;sqrt;10.0
26;200;5;4;log2;
27;300;2;2;0.3;20.0
28;300;10;1;log2;20.0
29;300;5;4;log2;20.0
30;100;2;4;0.3;20.0
