Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;4;0.3;
2;100;5;4;log2;10.0
3;300;5;2;sqrt;
4;100;2;1;0.3;
5;100;5;4;0.3;20.0
6;200;10;2;0.3;10.0
7;300;5;4;sqrt;20.0
8;200;10;4;sqrt;
9;200;5;4;0.3;20.0
10;100;2;4;0.3;10.0
11;300;10;4;log2;20.0
12;200;2;4;0.3;
13;300;5;2;sqrt;10.0
14;500;10;1;sqrt;20.0
15;200;10;2;log2;
16;200;10;4;log2;10.0
17;300;2;1;sqrt;20.0
18;300;5;4;log2;
19;100;10;4;0.3;10.0
20;100;2;2;log2;
21;300;5;4;0.3;10.0
22;500;2;2;log2;
23;200;2;2;log2;20.0
24;200;2;4;log2;10.0
25;200;5;1;log2;10.0
26;100;10;4;log2;
27;300;10;4;log2;
28;500;2;1;sqrt;20.0
29;300;2;2;log2;20.0
30;300;2;2;0.3;10.0
