Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;0.3;
2;100;10;2;sqrt;20.0
3;100;5;1;sqrt;20.0
4;100;5;4;sqrt;
5;200;10;4;0.3;10.0
6;300;2;4;log2;
7;300;5;1;0.3;20.0
8;200;10;1;log2;
9;300;5;2;sqrt;20.0
10;200;10;1;log2;20.0
11;300;5;4;0.3;10.0
12;500;2;2;sqrt;20.0
13;300;2;4;log2;10.0
14;300;5;1;0.3;10.0
15;300;2;1;sqrt;10.0
16;100;5;1;log2;20.0
17;100;10;4;sqrt;
18;100;10;1;sqrt;10.0
19;500;5;1;sqrt;
20;200;2;4;0.3;
21;100;10;4;sqrt;20.0
22;300;10;1;0.3;20.0
23;200;2;4;log2;10.0
24;100;2;2;0.3;20.0
25;200;5;4;log2;
26;300;5;2;0.3;20.0
27;500;10;4;0.3;
28;300;10;4;log2;
29;300;10;2;sqrt;
30;500;10;1;log2;10.0
