Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;2;0.3;
2;200;10;2;log2;10.0
3;300;2;4;sqrt;
4;300;5;2;log2;20.0
5;500;2;4;log2;20.0
6;500;2;1;0.3;20.0
7;500;10;1;sqrt;
8;200;10;4;log2;
9;300;2;1;sqrt;
10;500;2;1;log2;10.0
11;100;5;1;log2;10.0
12;200;10;1;0.3;20.0
13;300;10;1;log2;10.0
14;100;10;4;log2;20.0
15;300;10;1;sqrt;20.0
16;100;10;2;0.3;
17;500;2;4;sqrt;10.0
18;100;10;1;log2;
19;200;2;2;0.3;10.0
20;500;2;4;0.3;10.0
21;100;2;4;sqrt;10.0
22;500;2;4;0.3;
23;100;2;2;log2;10.0
24;500;2;2;0.3;10.0
25;200;10;1;log2;20.0
26;100;5;2;log2;20.0
27;100;2;2;sqrt;20.0
28;200;2;1;0.3;20.0
29;500;5;4;sqrt;10.0
30;200;5;1;0.3;10.0
