Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;1;0.3;20.0
2;200;10;4;0.3;20.0
3;200;5;2;0.3;20.0
4;100;10;1;sqrt;10.0
5;500;2;4;log2;
6;200;10;2;sqrt;
7;100;2;2;log2;10.0
8;300;5;1;sqrt;
9;300;5;2;sqrt;10.0
10;100;2;2;log2;20.0
11;500;10;2;log2;10.0
12;500;5;2;sqrt;
13;300;10;1;sqrt;
14;200;2;4;log2;10.0
15;300;10;4;log2;
16;300;5;4;log2;20.0
17;500;10;1;log2;20.0
18;300;10;2;sqrt;10.0
19;200;10;1;sqrt;
20;200;2;4;sqrt;
21;100;5;1;sqrt;10.0
22;200;2;2;0.3;
23;500;5;2;0.3;10.0
24;300;2;4;log2;10.0
25;300;10;1;sqrt;10.0
26;500;10;2;0.3;10.0
27;200;5;4;sqrt;10.0
28;200;5;1;0.3;10.0
29;100;2;2;0.3;20.0
30;300;5;4;0.3;
