Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;4;log2;20.0
2;500;5;1;sqrt;20.0
3;100;5;4;log2;10.0
4;100;2;4;sqrt;10.0
5;500;5;4;0.3;10.0
6;300;10;2;0.3;10.0
7;500;2;1;log2;
8;300;10;4;0.3;
9;200;10;1;log2;20.0
10;200;5;4;0.3;20.0
11;500;5;2;log2;
12;100;2;1;log2;20.0
13;200;2;4;0.3;20.0
14;100;2;1;0.3;10.0
15;300;10;4;log2;10.0
16;500;2;2;log2;20.0
17;300;2;4;log2;
18;500;5;4;log2;20.0
19;200;5;2;sqrt;10.0
20;300;2;4;0.3;
21;100;10;2;0.3;
22;100;2;4;log2;10.0
23;300;10;2;log2;20.0
24;300;2;1;0.3;20.0
25;100;2;2;log2;10.0
26;300;10;1;0.3;20.0
27;100;5;2;log2;
28;500;5;1;0.3;
29;200;10;2;log2;
30;300;2;1;log2;
