Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;log2;
2;200;5;2;0.3;10.0
3;300;10;4;0.3;10.0
4;100;10;4;sqrt;10.0
5;200;2;1;log2;20.0
6;500;2;2;sqrt;
7;200;10;1;0.3;10.0
8;100;10;4;log2;10.0
9;300;10;2;log2;
10;300;2;4;sqrt;10.0
11;300;5;4;sqrt;20.0
12;300;2;1;0.3;
13;200;10;4;0.3;10.0
14;300;5;1;log2;
15;100;10;4;sqrt;20.0
16;300;10;1;0.3;10.0
17;300;5;2;sqrt;20.0
18;200;5;4;0.3;10.0
19;500;10;4;0.3;10.0
20;300;5;1;sqrt;10.0
21;100;5;1;0.3;
22;500;5;2;0.3;10.0
23;200;5;2;log2;20.0
24;300;2;2;0.3;20.0
25;500;2;4;log2;20.0
26;300;5;4;log2;20.0
27;200;2;4;0.3;20.0
28;500;5;2;sqrt;10.0
29;500;5;2;log2;10.0
30;500;10;1;sqrt;
