Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;2;0.3;10.0
2;200;2;1;0.3;20.0
3;300;2;4;sqrt;
4;100;5;1;sqrt;20.0
5;100;10;4;sqrt;10.0
6;500;10;2;0.3;
7;300;2;1;log2;20.0
8;200;5;2;0.3;20.0
9;100;5;4;log2;
10;200;2;1;log2;20.0
11;100;2;2;log2;20.0
12;500;10;1;sqrt;
13;200;2;4;0.3;
14;300;10;2;sqrt;10.0
15;100;5;1;sqrt;10.0
16;100;10;1;0.3;10.0
17;300;10;4;sqrt;
18;200;2;1;0.3;10.0
19;300;5;2;log2;20.0
20;300;5;4;log2;
21;200;10;2;log2;
22;500;5;4;0.3;
23;300;10;1;sqrt;10.0
24;200;10;1;log2;20.0
25;300;5;4;sqrt;
26;300;10;4;log2;20.0
27;200;5;2;0.3;
28;300;2;1;log2;10.0
29;200;2;2;sqrt;
30;200;10;4;sqrt;20.0
