Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;1;log2;20.0
2;300;10;2;log2;10.0
3;100;2;4;log2;10.0
4;500;2;4;0.3;20.0
5;500;2;4;log2;10.0
6;100;10;4;0.3;10.0
7;100;2;4;log2;20.0
8;100;5;1;log2;
9;200;10;4;log2;10.0
10;100;5;1;log2;10.0
11;500;2;1;0.3;10.0
12;500;2;4;sqrt;
13;200;5;2;sqrt;10.0
14;300;2;1;sqrt;
15;200;5;1;sqrt;20.0
16;200;2;4;sqrt;
17;100;2;4;0.3;
18;500;10;2;sqrt;20.0
19;100;5;4;sqrt;10.0
20;200;10;1;sqrt;20.0
21;200;5;1;log2;10.0
22;500;2;4;log2;
23;100;5;2;0.3;10.0
24;500;2;1;sqrt;10.0
25;300;10;4;sqrt;
26;200;2;4;log2;20.0
27;300;10;2;sqrt;20.0
28;200;5;1;sqrt;
29;500;2;1;log2;20.0
30;500;10;4;0.3;10.0
