Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;4;sqrt;
2;500;5;1;log2;
3;200;2;1;log2;
4;500;2;1;log2;20.0
5;200;5;4;sqrt;10.0
6;100;10;4;log2;20.0
7;200;5;2;sqrt;
8;300;2;2;log2;
9;100;10;1;log2;
10;100;2;4;sqrt;20.0
11;300;2;1;sqrt;10.0
12;500;10;4;0.3;20.0
13;100;5;4;log2;
14;200;10;2;log2;20.0
15;300;10;1;0.3;20.0
16;500;5;1;0.3;20.0
17;500;10;1;sqrt;10.0
18;300;10;4;0.3;10.0
19;500;5;2;0.3;20.0
20;300;5;4;0.3;20.0
21;300;5;2;0.3;10.0
22;100;2;2;0.3;20.0
23;100;10;2;0.3;
24;200;10;4;log2;20.0
25;100;5;1;log2;10.0
26;100;5;2;sqrt;20.0
27;300;10;4;sqrt;20.0
28;300;2;2;0.3;20.0
29;100;2;1;sqrt;
30;300;10;4;0.3;20.0
