Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;log2;20.0
2;100;5;4;sqrt;20.0
3;500;10;1;0.3;
4;500;10;4;0.3;20.0
5;100;5;4;log2;10.0
6;300;2;2;log2;10.0
7;100;10;4;0.3;
8;200;2;1;sqrt;
9;200;5;1;log2;10.0
10;200;2;4;0.3;20.0
11;200;5;2;0.3;10.0
12;500;5;4;log2;
13;500;5;4;0.3;10.0
14;500;2;2;log2;20.0
15;500;2;2;0.3;
16;200;10;1;log2;20.0
17;200;10;2;sqrt;20.0
18;100;10;2;log2;
19;200;2;1;0.3;20.0
20;500;2;2;0.3;10.0
21;100;5;2;0.3;10.0
22;300;10;2;sqrt;10.0
23;100;5;4;0.3;20.0
24;500;5;2;sqrt;
25;500;10;1;log2;20.0
26;500;5;2;0.3;10.0
27;200;2;1;0.3;10.0
28;500;10;1;sqrt;
29;100;2;1;0.3;
30;100;2;1;0.3;20.0
