Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;1;0.3;10.0
2;300;10;2;0.3;
3;200;2;1;0.3;10.0
4;300;10;1;sqrt;
5;300;5;1;sqrt;10.0
6;200;10;2;0.3;
7;200;10;4;log2;20.0
8;100;10;4;0.3;
9;100;5;1;log2;20.0
10;500;10;2;sqrt;
11;300;5;2;sqrt;20.0
12;200;10;1;log2;20.0
13;500;5;4;sqrt;20.0
14;300;10;1;sqrt;20.0
15;300;5;1;sqrt;
16;500;2;4;sqrt;20.0
17;100;5;1;sqrt;
18;100;10;4;log2;10.0
19;500;5;4;0.3;10.0
20;200;2;4;0.3;20.0
21;200;10;4;log2;
22;300;2;2;log2;20.0
23;100;5;4;sqrt;
24;500;10;1;sqrt;20.0
25;300;5;4;0.3;
26;500;10;1;sqrt;10.0
27;200;5;2;0.3;20.0
28;300;5;1;log2;10.0
29;300;5;4;sqrt;
30;500;2;2;0.3;
