Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;2;0.3;20.0
2;500;5;1;sqrt;20.0
3;300;2;4;0.3;20.0
4;500;2;2;0.3;
5;500;2;1;sqrt;
6;300;5;1;log2;
7;300;10;2;0.3;20.0
8;500;2;4;log2;
9;200;2;2;log2;
10;500;10;1;log2;
11;500;10;4;sqrt;10.0
12;500;2;2;sqrt;20.0
13;500;2;2;sqrt;10.0
14;100;5;1;sqrt;10.0
15;200;10;4;sqrt;20.0
16;200;5;2;log2;
17;100;2;4;sqrt;10.0
18;300;5;1;log2;10.0
19;500;5;2;sqrt;
20;100;2;4;0.3;20.0
21;300;5;4;log2;10.0
22;300;10;1;0.3;10.0
23;200;2;2;0.3;20.0
24;300;10;1;log2;
25;300;10;2;log2;
26;500;5;2;0.3;20.0
27;500;10;2;0.3;10.0
28;300;2;4;0.3;10.0
29;300;5;2;log2;20.0
30;500;10;1;0.3;
