Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;1;log2;10.0
2;500;5;4;sqrt;10.0
3;500;2;4;sqrt;
4;100;2;1;0.3;
5;500;2;4;0.3;
6;100;5;2;log2;20.0
7;100;2;2;log2;
8;100;10;1;sqrt;10.0
9;200;10;4;log2;
10;300;2;2;0.3;10.0
11;300;5;4;sqrt;
12;300;5;1;sqrt;20.0
13;300;5;4;0.3;10.0
14;200;10;2;0.3;
15;300;2;4;log2;
16;200;2;1;0.3;20.0
17;100;10;4;0.3;
18;500;10;4;sqrt;20.0
19;100;10;1;0.3;
20;100;2;1;0.3;10.0
21;500;10;4;0.3;10.0
22;300;10;4;log2;10.0
23;500;10;2;sqrt;20.0
24;200;2;2;0.3;
25;300;2;1;sqrt;
26;300;2;2;log2;
27;100;2;4;log2;20.0
28;200;2;4;0.3;
29;200;10;1;log2;10.0
30;500;2;4;0.3;20.0
