Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;2;log2;20.0
2;100;10;1;sqrt;
3;200;10;2;0.3;10.0
4;100;10;2;log2;20.0
5;300;2;2;log2;
6;100;5;1;log2;10.0
7;200;10;4;log2;10.0
8;300;10;2;sqrt;
9;300;2;1;log2;
10;100;5;2;log2;10.0
11;300;2;1;0.3;
12;500;2;4;sqrt;20.0
13;100;10;4;0.3;10.0
14;500;10;2;sqrt;
15;100;2;4;0.3;
16;500;2;1;log2;20.0
17;500;10;1;log2;20.0
18;300;2;4;0.3;10.0
19;100;2;1;sqrt;20.0
20;100;2;4;sqrt;10.0
21;500;10;2;log2;10.0
22;300;2;1;sqrt;20.0
23;300;5;2;0.3;10.0
24;300;5;1;sqrt;10.0
25;300;10;4;log2;20.0
26;500;5;1;0.3;10.0
27;100;5;1;sqrt;20.0
28;500;10;1;0.3;20.0
29;200;10;4;sqrt;10.0
30;100;5;4;0.3;10.0
