Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;2;sqrt;20.0
2;300;2;4;log2;
3;300;5;1;0.3;20.0
4;200;2;4;log2;
5;100;2;1;0.3;
6;100;10;2;log2;20.0
7;500;2;4;0.3;20.0
8;500;5;1;log2;
9;100;10;2;0.3;20.0
10;500;10;1;log2;20.0
11;100;10;4;log2;20.0
12;200;5;4;sqrt;10.0
13;500;2;4;sqrt;
14;200;2;1;log2;
15;200;10;4;log2;20.0
16;200;10;4;sqrt;10.0
17;100;10;1;0.3;20.0
18;500;5;1;sqrt;20.0
19;500;2;1;sqrt;20.0
20;200;10;1;log2;
21;100;2;1;log2;20.0
22;200;10;2;0.3;
23;500;10;4;0.3;
24;200;10;4;sqrt;20.0
25;200;5;2;0.3;10.0
26;500;10;1;sqrt;20.0
27;100;10;4;0.3;
28;300;5;1;log2;20.0
29;300;10;2;log2;10.0
30;200;2;2;sqrt;10.0
