Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;1;0.3;20.0
2;300;10;1;sqrt;10.0
3;200;2;4;sqrt;
4;200;2;2;sqrt;20.0
5;300;10;1;0.3;20.0
6;100;10;4;0.3;
7;100;2;1;sqrt;10.0
8;100;5;1;0.3;20.0
9;300;5;1;sqrt;
10;100;2;2;log2;10.0
11;200;10;2;log2;
12;200;5;4;log2;10.0
13;100;5;2;log2;10.0
14;100;5;1;sqrt;10.0
15;300;5;1;log2;
16;500;2;1;0.3;
17;300;2;4;sqrt;
18;200;5;2;0.3;10.0
19;300;5;2;sqrt;10.0
20;200;2;2;log2;
21;200;10;2;0.3;
22;300;10;1;0.3;
23;200;5;1;sqrt;10.0
24;200;10;4;0.3;20.0
25;200;2;1;sqrt;10.0
26;300;10;4;log2;10.0
27;500;2;2;log2;20.0
28;300;2;2;log2;20.0
29;300;2;1;log2;10.0
30;500;10;4;log2;20.0
