Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;1;sqrt;
2;200;5;2;0.3;
3;300;10;4;log2;
4;100;2;1;log2;10.0
5;100;2;4;0.3;10.0
6;200;10;4;log2;10.0
7;500;10;2;sqrt;
8;100;10;2;0.3;20.0
9;500;10;4;0.3;10.0
10;300;5;4;log2;20.0
11;200;10;1;log2;20.0
12;100;5;2;log2;20.0
13;100;10;2;sqrt;
14;100;5;4;log2;10.0
15;200;5;2;0.3;20.0
16;200;10;4;0.3;
17;100;2;1;sqrt;10.0
18;500;10;2;log2;20.0
19;100;2;4;0.3;20.0
20;500;5;4;log2;10.0
21;200;5;2;sqrt;
22;500;5;1;0.3;20.0
23;500;10;2;sqrt;20.0
24;200;2;2;log2;20.0
25;300;10;2;sqrt;20.0
26;300;5;1;log2;10.0
27;200;5;2;sqrt;20.0
28;300;5;1;sqrt;10.0
29;500;5;4;0.3;20.0
30;500;10;1;0.3;10.0
