Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;0.3;
2;300;10;1;sqrt;20.0
3;500;5;2;sqrt;
4;100;2;1;log2;20.0
5;100;10;1;log2;
6;500;10;1;0.3;
7;100;2;4;log2;
8;300;5;4;log2;20.0
9;300;2;2;0.3;10.0
10;500;5;2;0.3;
11;200;10;4;log2;
12;200;10;2;log2;
13;300;10;2;sqrt;
14;100;2;1;sqrt;20.0
15;100;5;4;0.3;10.0
16;300;2;4;0.3;20.0
17;500;10;2;sqrt;20.0
18;500;10;2;0.3;
19;300;2;2;log2;20.0
20;100;10;2;sqrt;20.0
21;300;5;2;log2;20.0
22;100;2;1;log2;10.0
23;300;10;2;sqrt;20.0
24;500;2;4;0.3;
25;300;2;1;log2;20.0
26;100;2;1;sqrt;10.0
27;200;2;1;log2;20.0
28;300;10;4;sqrt;20.0
29;300;5;2;0.3;
30;300;5;4;0.3;10.0
