Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;sqrt;20.0
2;300;2;2;0.3;20.0
3;300;2;1;sqrt;
4;200;2;1;log2;
5;300;2;4;log2;20.0
6;100;10;4;sqrt;10.0
7;500;5;4;0.3;20.0
8;500;5;4;log2;10.0
9;500;10;1;sqrt;20.0
10;300;2;1;0.3;10.0
11;200;10;1;0.3;
12;100;2;4;0.3;
13;500;2;4;log2;20.0
14;300;10;2;0.3;
15;300;2;2;0.3;10.0
16;500;2;2;sqrt;10.0
17;500;2;2;log2;
18;300;2;2;sqrt;10.0
19;500;10;2;sqrt;
20;300;2;2;sqrt;20.0
21;500;5;4;sqrt;
22;300;2;2;log2;10.0
23;100;5;4;0.3;10.0
24;100;5;1;0.3;
25;100;10;4;log2;
26;500;5;1;0.3;20.0
27;500;10;1;sqrt;
28;500;2;4;log2;
29;100;5;4;0.3;
30;500;5;1;log2;
