Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;2;sqrt;10.0
2;500;2;1;log2;
3;100;5;2;0.3;20.0
4;300;2;4;log2;
5;500;10;2;log2;
6;300;5;1;log2;10.0
7;300;10;1;log2;20.0
8;500;5;2;0.3;10.0
9;500;2;2;sqrt;
10;200;10;1;log2;10.0
11;300;5;1;0.3;
12;200;2;4;sqrt;10.0
13;500;5;4;sqrt;10.0
14;100;2;1;sqrt;
15;200;2;2;sqrt;
16;500;2;4;log2;
17;200;2;2;0.3;
18;100;2;4;log2;10.0
19;300;2;4;0.3;20.0
20;100;10;4;sqrt;10.0
21;100;10;4;0.3;20.0
22;500;2;2;log2;20.0
23;200;5;4;log2;
24;200;2;2;log2;10.0
25;100;5;2;sqrt;10.0
26;100;2;2;0.3;
27;200;5;2;0.3;
28;500;10;2;log2;20.0
29;500;5;2;log2;
30;200;10;4;sqrt;10.0
