Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;4;sqrt;20.0
2;200;10;4;log2;
3;300;10;1;0.3;
4;300;5;1;log2;
5;300;2;1;log2;10.0
6;100;10;4;sqrt;20.0
7;300;2;1;log2;
8;300;5;1;0.3;
9;200;5;4;sqrt;
10;500;2;2;0.3;
11;100;2;1;sqrt;
12;100;10;4;sqrt;
13;300;5;4;0.3;10.0
14;300;10;4;sqrt;
15;100;10;4;0.3;10.0
16;100;2;2;sqrt;10.0
17;500;10;1;log2;10.0
18;100;10;1;log2;10.0
19;300;2;2;sqrt;
20;500;10;4;log2;20.0
21;500;5;1;0.3;
22;500;2;2;log2;10.0
23;200;10;4;0.3;10.0
24;100;2;4;log2;
25;500;2;4;sqrt;20.0
26;300;2;4;log2;10.0
27;500;5;2;0.3;20.0
28;500;10;1;sqrt;10.0
29;500;2;2;log2;
30;100;10;2;log2;
