Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;4;log2;10.0
2;200;5;4;0.3;10.0
3;200;5;1;log2;10.0
4;300;5;4;0.3;20.0
5;500;10;2;log2;
6;200;10;4;log2;
7;500;10;4;log2;20.0
8;500;2;4;0.3;20.0
9;500;5;2;0.3;10.0
10;200;5;1;log2;20.0
11;100;5;4;0.3;20.0
12;500;10;2;sqrt;
13;300;10;2;sqrt;
14;500;5;4;sqrt;20.0
15;300;5;2;sqrt;
16;100;2;2;sqrt;20.0
17;100;5;1;log2;20.0
18;200;5;1;0.3;20.0
19;300;5;2;0.3;
20;500;10;1;log2;
21;100;5;1;sqrt;20.0
22;300;2;1;log2;
23;300;5;1;0.3;10.0
24;300;2;2;log2;10.0
25;100;10;4;0.3;20.0
26;100;10;1;log2;
27;200;5;2;0.3;20.0
28;500;2;4;log2;10.0
29;100;5;4;0.3;10.0
30;500;10;1;0.3;20.0
