Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;2;0.3;10.0
2;300;10;4;sqrt;
3;300;5;4;0.3;20.0
4;200;5;1;sqrt;10.0
5;300;5;1;log2;20.0
6;500;2;2;log2;10.0
7;100;5;4;0.3;
8;200;5;1;0.3;20.0
9;100;5;4;sqrt;20.0
10;300;10;1;log2;
11;100;2;4;0.3;20.0
12;100;2;1;log2;20.0
13;500;10;2;log2;10.0
14;200;5;4;0.3;10.0
15;300;2;4;log2;
16;200;2;2;0.3;
17;500;10;4;sqrt;10.0
18;100;10;4;sqrt;
19;200;5;2;log2;
20;100;5;4;0.3;20.0
21;500;2;4;sqrt;20.0
22;300;10;1;0.3;10.0
23;300;2;2;log2;20.0
24;500;2;4;0.3;10.0
25;200;10;4;sqrt;
26;500;5;1;sqrt;
27;100;2;2;0.3;10.0
28;500;10;2;0.3;20.0
29;200;10;4;sqrt;20.0
30;300;5;1;0.3;10.0
