Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;log2;20.0
2;200;10;2;log2;
3;100;2;1;log2;20.0
4;200;2;1;sqrt;10.0
5;100;10;1;log2;
6;300;2;2;sqrt;20.0
7;500;10;2;sqrt;20.0
8;300;2;4;sqrt;10.0
9;100;5;1;log2;20.0
10;200;2;4;0.3;
11;200;10;1;log2;20.0
12;100;5;2;sqrt;20.0
13;200;2;2;log2;20.0
14;200;2;2;0.3;
15;500;2;1;sqrt;20.0
16;300;5;4;log2;
17;500;10;1;sqrt;
18;500;2;2;log2;20.0
19;100;2;4;log2;
20;100;2;1;0.3;10.0
21;300;2;4;log2;
22;500;2;4;sqrt;10.0
23;300;5;4;sqrt;20.0
24;500;10;4;sqrt;
25;500;5;4;sqrt;10.0
26;300;5;2;0.3;
27;300;2;4;0.3;
28;100;5;2;0.3;10.0
29;300;10;2;0.3;10.0
30;500;5;2;sqrt;20.0
