Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;sqrt;20.0
2;500;2;4;sqrt;20.0
3;100;2;1;log2;
4;500;2;1;log2;20.0
5;500;5;2;0.3;20.0
6;300;2;1;log2;10.0
7;500;10;2;0.3;
8;100;5;2;0.3;20.0
9;200;5;1;0.3;10.0
10;200;5;4;0.3;10.0
11;100;2;2;log2;10.0
12;300;2;2;sqrt;20.0
13;300;10;1;log2;
14;100;2;2;sqrt;
15;200;10;1;log2;
16;300;5;1;sqrt;
17;500;5;1;sqrt;20.0
18;500;2;1;sqrt;20.0
19;100;10;4;sqrt;10.0
20;200;10;4;0.3;20.0
21;100;5;1;log2;
22;100;5;4;sqrt;20.0
23;200;2;2;sqrt;
24;100;10;4;sqrt;20.0
25;200;2;2;sqrt;10.0
26;300;10;1;sqrt;
27;300;10;1;log2;20.0
28;200;2;4;log2;
29;300;2;2;0.3;10.0
30;500;5;1;log2;10.0
