Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;1;log2;
2;100;5;4;0.3;20.0
3;100;2;2;log2;10.0
4;100;2;2;log2;
5;100;10;2;sqrt;20.0
6;100;10;1;0.3;
7;200;5;4;log2;20.0
8;300;2;1;sqrt;10.0
9;200;2;4;sqrt;20.0
10;500;5;4;0.3;10.0
11;500;5;4;sqrt;
12;100;2;4;sqrt;10.0
13;500;2;1;log2;10.0
14;200;2;1;log2;
15;500;5;2;sqrt;20.0
16;200;2;2;sqrt;
17;200;10;1;0.3;
18;300;2;2;0.3;
19;300;10;1;log2;10.0
20;200;2;4;log2;20.0
21;500;5;2;0.3;10.0
22;100;10;4;0.3;
23;200;5;1;log2;
24;500;5;4;sqrt;10.0
25;300;5;2;log2;10.0
26;500;10;2;log2;10.0
27;100;5;1;0.3;
28;300;2;2;sqrt;10.0
29;500;2;2;sqrt;10.0
30;100;5;4;log2;20.0
