Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;sqrt;10.0
2;300;5;4;log2;20.0
3;500;10;2;log2;
4;100;10;4;sqrt;10.0
5;300;2;4;0.3;10.0
6;100;10;4;0.3;20.0
7;500;10;1;sqrt;10.0
8;200;2;2;log2;20.0
9;300;2;4;0.3;
10;500;5;1;sqrt;
11;200;2;4;sqrt;
12;300;2;4;log2;20.0
13;100;5;2;log2;10.0
14;300;5;2;sqrt;
15;100;5;4;sqrt;
16;300;10;4;sqrt;20.0
17;500;2;1;log2;10.0
18;200;5;2;log2;10.0
19;200;5;4;log2;
20;200;10;1;sqrt;
21;500;2;2;log2;10.0
22;300;10;2;log2;
23;100;5;2;sqrt;
24;200;2;1;log2;20.0
25;200;2;1;0.3;
26;300;2;4;log2;10.0
27;200;10;4;sqrt;20.0
28;100;10;1;log2;10.0
29;500;2;2;log2;20.0
30;500;5;2;log2;10.0
