Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;0.3;20.0
2;500;5;2;log2;
3;500;10;2;0.3;10.0
4;100;2;4;log2;10.0
5;100;10;4;0.3;10.0
6;200;5;4;0.3;
7;500;10;4;0.3;20.0
8;100;10;4;0.3;20.0
9;100;2;2;log2;
10;500;5;4;log2;20.0
11;500;10;1;log2;20.0
12;100;10;1;sqrt;
13;100;2;2;sqrt;
14;100;5;2;sqrt;10.0
15;300;2;1;sqrt;
16;100;10;4;sqrt;10.0
17;200;10;2;log2;
18;100;5;2;0.3;
19;300;10;4;sqrt;10.0
20;300;2;4;log2;10.0
21;100;5;4;log2;10.0
22;100;2;4;log2;
23;200;2;4;log2;20.0
24;500;10;2;log2;20.0
25;300;10;4;0.3;
26;200;10;1;0.3;
27;200;2;2;sqrt;
28;100;5;1;sqrt;
29;300;10;4;sqrt;
30;500;10;4;log2;
