Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;2;0.3;20.0
2;200;5;4;sqrt;20.0
3;100;5;1;0.3;10.0
4;200;2;2;log2;10.0
5;100;2;2;sqrt;10.0
6;500;5;1;sqrt;20.0
7;500;5;2;sqrt;
8;300;10;1;log2;10.0
9;100;5;4;sqrt;10.0
10;200;10;2;0.3;10.0
11;100;2;2;sqrt;
12;100;2;2;log2;
13;300;2;4;log2;20.0
14;500;2;4;0.3;20.0
15;300;5;4;sqrt;10.0
16;300;5;2;0.3;20.0
17;200;5;2;sqrt;10.0
18;300;2;2;sqrt;20.0
19;100;2;2;0.3;20.0
20;500;5;4;sqrt;10.0
21;300;5;4;sqrt;
22;500;5;4;0.3;
23;100;2;1;log2;20.0
24;500;10;1;0.3;
25;300;5;1;sqrt;10.0
26;300;10;1;sqrt;20.0
27;300;5;2;log2;20.0
28;300;2;1;0.3;
29;100;2;4;log2;
30;100;10;4;sqrt;10.0
