Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;1;sqrt;
2;300;5;4;log2;20.0
3;200;10;4;0.3;10.0
4;500;10;4;sqrt;20.0
5;300;5;1;sqrt;10.0
6;500;10;1;0.3;20.0
7;300;2;1;log2;
8;100;10;1;sqrt;
9;100;2;1;0.3;10.0
10;100;2;2;0.3;
11;500;5;4;log2;
12;500;10;4;log2;
13;100;2;2;log2;10.0
14;300;2;1;sqrt;20.0
15;200;5;4;0.3;
16;200;10;1;log2;20.0
17;300;2;1;0.3;
18;100;5;2;sqrt;
19;100;2;4;sqrt;20.0
20;500;2;1;log2;20.0
21;100;2;1;log2;
22;500;5;4;sqrt;20.0
23;300;10;1;0.3;10.0
24;500;2;2;sqrt;
25;500;10;1;sqrt;20.0
26;200;2;2;log2;20.0
27;200;2;4;sqrt;10.0
28;500;2;4;sqrt;10.0
29;200;5;1;log2;10.0
30;100;5;2;0.3;20.0
