Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;0.3;10.0
2;100;2;4;0.3;
3;200;5;4;sqrt;20.0
4;200;2;2;log2;10.0
5;100;10;1;sqrt;10.0
6;500;5;4;0.3;20.0
7;100;10;2;0.3;20.0
8;100;5;4;log2;
9;200;10;2;log2;10.0
10;300;10;4;0.3;
11;500;10;1;sqrt;
12;100;5;2;0.3;20.0
13;200;2;4;0.3;
14;100;2;1;log2;
15;100;2;2;sqrt;10.0
16;300;10;4;0.3;10.0
17;300;5;4;sqrt;
18;100;10;1;log2;
19;100;2;1;sqrt;
20;300;2;1;0.3;20.0
21;500;2;1;log2;
22;200;2;4;0.3;20.0
23;100;2;1;log2;20.0
24;300;2;2;log2;10.0
25;100;2;4;sqrt;
26;300;10;1;sqrt;10.0
27;200;5;1;sqrt;
28;300;2;1;sqrt;20.0
29;100;2;1;sqrt;20.0
30;300;10;4;0.3;20.0
