Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;log2;10.0
2;300;2;4;log2;20.0
3;200;5;2;0.3;10.0
4;500;2;1;0.3;20.0
5;100;5;1;log2;
6;100;2;4;sqrt;10.0
7;300;10;2;0.3;10.0
8;200;10;2;0.3;10.0
9;300;5;2;sqrt;
10;300;2;1;sqrt;
11;100;5;1;log2;10.0
12;100;10;4;0.3;
13;100;5;4;sqrt;
14;200;5;1;0.3;20.0
15;200;10;4;0.3;10.0
16;100;2;2;sqrt;20.0
17;200;2;1;sqrt;
18;200;2;1;sqrt;20.0
19;300;10;4;sqrt;
20;500;2;2;sqrt;10.0
21;100;2;2;sqrt;10.0
22;500;10;4;log2;
23;300;5;4;0.3;
24;300;5;2;log2;
25;500;10;2;0.3;20.0
26;500;10;4;log2;10.0
27;300;10;4;sqrt;20.0
28;200;2;4;0.3;
29;100;10;2;0.3;
30;200;5;2;log2;10.0
