Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;log2;10.0
2;300;10;1;log2;
3;500;5;1;log2;10.0
4;100;10;1;0.3;
5;300;10;4;sqrt;10.0
6;200;10;4;sqrt;10.0
7;500;2;1;log2;10.0
8;100;2;4;0.3;10.0
9;200;2;1;log2;10.0
10;300;2;2;0.3;
11;100;2;4;log2;20.0
12;500;5;1;sqrt;
13;200;2;2;0.3;
14;200;2;4;log2;10.0
15;500;10;1;log2;
16;100;2;2;sqrt;
17;500;5;4;log2;20.0
18;200;10;2;0.3;20.0
19;200;5;4;0.3;20.0
20;300;2;1;log2;10.0
21;300;10;1;0.3;
22;500;5;4;log2;10.0
23;500;5;1;sqrt;20.0
24;100;10;2;log2;20.0
25;200;2;1;sqrt;20.0
26;200;5;1;0.3;10.0
27;100;5;2;sqrt;20.0
28;500;5;2;0.3;10.0
29;300;10;4;log2;20.0
30;500;2;1;sqrt;
