Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;4;0.3;10.0
2;300;10;1;sqrt;
3;200;10;1;0.3;
4;300;2;2;0.3;20.0
5;200;10;1;log2;10.0
6;100;5;1;log2;10.0
7;100;10;2;log2;20.0
8;500;5;1;sqrt;
9;300;2;2;sqrt;10.0
10;100;5;1;0.3;10.0
11;300;2;1;log2;20.0
12;500;2;1;log2;10.0
13;100;5;1;sqrt;10.0
14;100;5;2;0.3;
15;100;5;2;log2;10.0
16;200;2;2;0.3;10.0
17;200;5;1;log2;
18;100;5;1;sqrt;
19;200;2;2;sqrt;10.0
20;500;5;4;log2;10.0
21;200;5;2;sqrt;10.0
22;500;10;4;log2;
23;100;2;1;0.3;
24;100;10;4;log2;
25;300;10;2;sqrt;20.0
26;300;2;1;sqrt;20.0
27;100;2;4;0.3;20.0
28;300;5;2;log2;20.0
29;500;5;2;sqrt;20.0
30;500;10;1;0.3;20.0
