Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;log2;20.0
2;500;10;4;log2;10.0
3;500;2;1;log2;20.0
4;100;2;1;0.3;10.0
5;100;2;1;sqrt;10.0
6;300;10;2;log2;
7;500;10;1;log2;20.0
8;100;2;1;log2;10.0
9;200;10;2;0.3;10.0
10;500;10;1;sqrt;
11;300;2;2;log2;20.0
12;200;10;2;0.3;20.0
13;100;10;4;log2;
14;300;10;2;log2;10.0
15;200;2;1;sqrt;
16;100;5;1;log2;20.0
17;300;5;2;0.3;10.0
18;300;10;2;0.3;
19;500;2;1;sqrt;
20;100;10;1;sqrt;
21;300;2;2;0.3;10.0
22;500;5;4;log2;10.0
23;500;10;2;log2;20.0
24;100;5;2;sqrt;20.0
25;300;2;2;sqrt;20.0
26;100;10;1;0.3;
27;200;10;1;0.3;10.0
28;200;2;2;sqrt;20.0
29;300;10;2;log2;20.0
30;200;5;1;log2;
