Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;log2;10.0
2;200;2;1;0.3;
3;200;10;1;log2;10.0
4;300;10;2;sqrt;
5;500;5;4;sqrt;
6;500;5;2;log2;
7;500;2;1;log2;10.0
8;100;2;2;log2;10.0
9;100;5;1;log2;
10;500;10;2;sqrt;
11;100;10;2;log2;10.0
12;500;2;4;sqrt;20.0
13;300;10;1;log2;
14;300;2;2;log2;10.0
15;200;2;2;0.3;
16;500;5;1;0.3;10.0
17;300;2;2;sqrt;
18;100;5;2;0.3;10.0
19;500;5;4;sqrt;20.0
20;200;2;1;sqrt;10.0
21;200;10;1;log2;
22;300;2;2;sqrt;20.0
23;300;2;2;sqrt;10.0
24;300;10;4;0.3;10.0
25;300;2;4;sqrt;20.0
26;200;10;2;sqrt;20.0
27;500;2;1;sqrt;
28;200;5;1;sqrt;
29;500;5;1;log2;10.0
30;100;5;2;sqrt;10.0
