Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;4;sqrt;
2;300;2;2;0.3;10.0
3;500;5;4;sqrt;10.0
4;200;10;4;0.3;
5;200;10;2;sqrt;20.0
6;100;10;1;sqrt;
7;100;5;4;log2;20.0
8;300;10;4;sqrt;20.0
9;100;10;1;log2;
10;200;2;4;log2;
11;200;10;4;sqrt;10.0
12;200;2;2;sqrt;10.0
13;100;2;4;0.3;10.0
14;100;10;4;log2;20.0
15;100;5;1;log2;
16;100;2;1;log2;20.0
17;500;10;2;log2;10.0
18;100;10;4;log2;10.0
19;200;5;4;log2;10.0
20;300;10;1;log2;
21;300;5;2;0.3;
22;500;10;4;log2;20.0
23;100;5;1;sqrt;10.0
24;200;10;4;0.3;20.0
25;200;5;4;log2;
26;300;10;1;0.3;
27;500;5;1;log2;20.0
28;500;2;2;log2;10.0
29;300;5;2;0.3;10.0
30;300;2;2;log2;20.0
