Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;log2;
2;500;10;4;0.3;
3;500;5;1;sqrt;10.0
4;200;5;1;sqrt;
5;500;2;2;0.3;20.0
6;300;5;2;log2;20.0
7;300;10;2;log2;20.0
8;100;2;4;0.3;
9;200;2;1;0.3;
10;300;10;4;log2;
11;500;5;2;sqrt;20.0
12;300;10;1;log2;10.0
13;300;2;1;sqrt;20.0
14;500;5;1;sqrt;
15;500;10;1;sqrt;10.0
16;300;10;2;0.3;10.0
17;200;2;2;log2;
18;100;5;4;0.3;20.0
19;100;2;4;sqrt;
20;300;10;1;0.3;
21;500;10;2;0.3;20.0
22;200;5;2;sqrt;10.0
23;300;5;2;log2;10.0
24;100;2;2;0.3;10.0
25;500;2;4;sqrt;20.0
26;300;10;2;sqrt;
27;200;10;4;sqrt;20.0
28;500;10;4;log2;10.0
29;300;5;1;0.3;20.0
30;100;2;1;0.3;20.0
