Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;sqrt;10.0
2;200;2;2;0.3;10.0
3;200;2;4;sqrt;
4;500;2;1;sqrt;20.0
5;500;2;2;sqrt;20.0
6;200;5;1;log2;10.0
7;300;2;1;log2;
8;300;5;1;log2;20.0
9;100;10;4;sqrt;
10;300;10;1;log2;
11;500;2;1;0.3;10.0
12;100;5;2;0.3;20.0
13;300;5;4;log2;
14;200;10;4;log2;10.0
15;500;10;4;0.3;10.0
16;100;10;4;sqrt;20.0
17;300;5;2;log2;20.0
18;500;10;2;0.3;
19;200;10;1;sqrt;
20;100;5;1;0.3;
21;100;10;4;log2;
22;500;10;2;0.3;10.0
23;100;5;4;0.3;10.0
24;200;2;4;sqrt;10.0
25;500;5;4;sqrt;10.0
26;200;10;1;log2;10.0
27;200;2;4;0.3;
28;300;10;1;0.3;
29;300;2;4;0.3;
30;200;2;1;0.3;10.0
