Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;1;log2;20.0
2;100;2;4;log2;20.0
3;500;10;2;0.3;10.0
4;200;10;2;log2;20.0
5;300;2;4;0.3;
6;100;5;1;sqrt;
7;100;2;4;sqrt;20.0
8;100;2;1;sqrt;
9;100;5;2;log2;20.0
10;200;2;4;sqrt;
11;100;2;4;log2;
12;500;5;4;log2;20.0
13;200;5;2;sqrt;20.0
14;300;2;2;sqrt;20.0
15;200;5;4;0.3;20.0
16;500;5;2;log2;10.0
17;200;2;4;0.3;
18;300;10;2;sqrt;20.0
19;100;10;1;sqrt;20.0
20;300;5;2;log2;
21;300;2;4;log2;
22;500;10;4;0.3;20.0
23;500;10;2;log2;
24;100;2;4;0.3;
25;200;10;1;0.3;20.0
26;200;5;4;0.3;10.0
27;200;2;2;sqrt;10.0
28;500;10;1;log2;10.0
29;500;10;1;sqrt;10.0
30;200;10;4;0.3;
