Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;4;sqrt;
2;200;10;2;sqrt;20.0
3;500;10;2;sqrt;20.0
4;300;5;1;0.3;
5;500;2;1;0.3;20.0
6;100;2;4;log2;20.0
7;200;2;1;sqrt;20.0
8;300;10;2;0.3;10.0
9;500;5;4;sqrt;
10;200;2;1;log2;20.0
11;100;10;4;0.3;
12;100;2;2;sqrt;
13;200;10;1;0.3;
14;200;5;1;log2;20.0
15;200;10;1;log2;
16;100;10;1;log2;20.0
17;500;5;2;log2;
18;100;2;1;sqrt;20.0
19;300;2;2;log2;
20;200;5;2;sqrt;
21;300;10;4;log2;
22;500;2;1;sqrt;
23;200;2;2;log2;10.0
24;200;2;1;sqrt;10.0
25;500;2;1;0.3;10.0
26;100;2;4;0.3;10.0
27;200;5;4;sqrt;
28;300;2;1;log2;
29;200;5;2;log2;
30;200;5;1;0.3;10.0
