Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;4;log2;20.0
2;300;2;4;sqrt;
3;100;2;2;log2;20.0
4;100;2;1;sqrt;20.0
5;200;2;2;log2;
6;500;2;4;log2;
7;200;2;4;log2;20.0
8;300;2;2;0.3;20.0
9;200;10;2;sqrt;
10;100;10;4;0.3;10.0
11;300;10;4;sqrt;20.0
12;100;5;4;log2;10.0
13;100;10;2;sqrt;
14;300;2;4;0.3;20.0
15;100;10;1;sqrt;20.0
16;300;10;1;0.3;10.0
17;100;5;4;sqrt;20.0
18;100;5;2;0.3;
19;200;5;4;0.3;20.0
20;500;10;4;sqrt;20.0
21;200;5;4;0.3;10.0
22;100;2;2;sqrt;10.0
23;200;10;4;sqrt;20.0
24;100;5;4;sqrt;
25;300;5;1;log2;10.0
26;100;5;1;0.3;10.0
27;200;2;1;0.3;
28;500;2;2;sqrt;
29;300;2;4;log2;20.0
30;300;2;2;0.3;10.0
