Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;1;sqrt;20.0
2;300;2;1;sqrt;20.0
3;100;2;4;0.3;
4;500;10;1;0.3;20.0
5;100;10;4;sqrt;
6;100;5;2;log2;20.0
7;300;2;4;0.3;
8;500;10;1;sqrt;
9;500;5;2;log2;20.0
10;200;5;1;sqrt;20.0
11;300;5;4;log2;
12;100;2;4;log2;
13;300;5;2;sqrt;
14;300;5;4;0.3;10.0
15;200;10;1;0.3;10.0
16;300;10;1;sqrt;10.0
17;100;5;2;0.3;20.0
18;100;5;4;log2;
19;300;2;4;log2;10.0
20;500;5;1;0.3;
21;200;2;4;0.3;
22;500;2;4;log2;10.0
23;300;2;2;log2;20.0
24;500;10;4;sqrt;
25;100;5;4;log2;10.0
26;100;10;4;sqrt;20.0
27;200;2;2;log2;20.0
28;200;10;2;0.3;10.0
29;500;10;2;sqrt;10.0
30;500;2;1;sqrt;20.0
