Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;log2;10.0
2;500;2;4;sqrt;
3;200;10;4;sqrt;10.0
4;300;10;1;sqrt;
5;300;10;4;log2;10.0
6;200;2;1;sqrt;20.0
7;300;5;1;sqrt;10.0
8;200;5;1;log2;
9;500;2;4;log2;20.0
10;200;5;4;log2;
11;500;5;1;0.3;20.0
12;300;2;2;log2;
13;300;5;1;log2;
14;300;5;1;sqrt;
15;100;5;2;sqrt;20.0
16;200;10;1;0.3;10.0
17;300;2;4;0.3;
18;500;5;1;0.3;10.0
19;200;10;1;0.3;
20;500;5;2;0.3;20.0
21;100;10;1;log2;10.0
22;300;2;1;log2;20.0
23;500;10;4;log2;10.0
24;500;5;1;log2;20.0
25;200;10;4;0.3;10.0
26;300;5;1;0.3;20.0
27;200;10;2;log2;20.0
28;100;5;4;log2;20.0
29;100;10;2;sqrt;
30;100;10;2;log2;20.0
