Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;0.3;20.0
2;200;5;4;sqrt;
3;300;2;2;sqrt;20.0
4;300;10;4;0.3;
5;300;5;4;sqrt;10.0
6;100;5;4;log2;10.0
7;500;10;4;0.3;20.0
8;300;5;1;0.3;20.0
9;100;5;1;log2;10.0
10;300;10;4;0.3;20.0
11;300;2;4;sqrt;
12;200;2;4;log2;
13;500;5;1;sqrt;20.0
14;200;10;2;sqrt;20.0
15;300;5;4;sqrt;
16;300;2;2;log2;10.0
17;200;2;2;log2;20.0
18;300;2;2;log2;
19;300;10;1;sqrt;10.0
20;300;10;2;0.3;
21;100;10;2;sqrt;20.0
22;300;5;4;sqrt;20.0
23;500;10;1;0.3;20.0
24;100;2;2;sqrt;20.0
25;200;10;1;sqrt;10.0
26;200;2;2;0.3;
27;100;5;2;log2;20.0
28;200;5;2;sqrt;
29;300;5;1;log2;20.0
30;200;5;2;0.3;20.0
