Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;4;0.3;10.0
2;500;10;4;log2;20.0
3;100;5;1;0.3;20.0
4;100;5;4;sqrt;10.0
5;100;2;1;log2;20.0
6;500;10;1;log2;
7;300;5;2;0.3;
8;300;5;4;0.3;10.0
9;100;5;2;log2;
10;200;5;1;0.3;10.0
11;300;10;1;0.3;
12;100;2;2;0.3;10.0
13;300;5;2;sqrt;
14;300;10;2;log2;10.0
15;200;5;4;sqrt;20.0
16;300;5;2;sqrt;20.0
17;500;5;1;log2;20.0
18;500;5;1;0.3;10.0
19;100;10;1;sqrt;10.0
20;200;2;2;sqrt;20.0
21;300;5;4;sqrt;
22;500;10;4;log2;
23;500;2;4;0.3;10.0
24;500;2;2;log2;
25;500;10;2;0.3;
26;100;2;2;sqrt;
27;200;5;2;sqrt;20.0
28;200;2;2;log2;20.0
29;300;2;1;0.3;
30;200;10;2;sqrt;
