Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;4;log2;10.0
2;200;5;2;log2;
3;200;2;2;sqrt;10.0
4;300;2;2;sqrt;
5;200;2;2;0.3;20.0
6;500;10;1;sqrt;20.0
7;300;10;2;0.3;20.0
8;200;10;4;0.3;
9;500;10;2;log2;10.0
10;100;10;4;sqrt;
11;100;10;1;sqrt;
12;100;2;2;log2;20.0
13;300;10;4;sqrt;10.0
14;300;10;4;sqrt;20.0
15;300;2;1;0.3;10.0
16;200;10;1;0.3;
17;200;5;4;log2;10.0
18;500;10;4;sqrt;10.0
19;100;2;4;log2;20.0
20;100;5;2;log2;10.0
21;500;10;2;sqrt;
22;200;2;1;0.3;
23;300;10;4;0.3;10.0
24;200;2;4;log2;
25;300;2;2;0.3;
26;300;2;1;0.3;20.0
27;500;2;1;0.3;20.0
28;100;2;4;0.3;10.0
29;200;5;4;sqrt;20.0
30;300;10;2;0.3;
