Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;sqrt;20.0
2;500;5;1;0.3;20.0
3;200;5;2;sqrt;10.0
4;200;2;4;log2;10.0
5;500;5;2;0.3;
6;200;10;1;sqrt;20.0
7;300;10;2;log2;10.0
8;200;10;1;log2;
9;100;2;2;0.3;20.0
10;500;10;4;log2;10.0
11;500;2;1;log2;
12;500;10;2;0.3;
13;200;10;1;log2;20.0
14;500;2;4;sqrt;20.0
15;500;2;4;log2;
16;200;5;4;sqrt;
17;300;10;4;0.3;10.0
18;200;10;4;log2;10.0
19;300;5;4;sqrt;20.0
20;500;10;1;log2;
21;200;10;1;0.3;20.0
22;100;5;4;sqrt;10.0
23;500;2;4;sqrt;
24;500;10;1;sqrt;10.0
25;500;2;1;log2;20.0
26;500;2;2;log2;
27;300;5;4;sqrt;
28;100;10;2;log2;10.0
29;200;2;2;sqrt;
30;300;10;1;log2;20.0
