Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;0.3;20.0
2;500;2;2;log2;20.0
3;300;2;2;sqrt;20.0
4;500;2;4;0.3;10.0
5;300;2;2;0.3;
6;200;2;4;sqrt;10.0
7;100;5;1;log2;
8;300;2;4;log2;10.0
9;300;2;1;sqrt;20.0
10;100;10;1;0.3;10.0
11;200;5;1;sqrt;
12;200;10;2;0.3;
13;300;2;4;0.3;10.0
14;300;2;4;0.3;
15;200;5;2;sqrt;10.0
16;500;10;4;log2;
17;500;10;1;0.3;20.0
18;500;2;2;0.3;
19;300;2;1;0.3;20.0
20;200;5;4;0.3;10.0
21;200;5;4;sqrt;
22;500;10;1;log2;20.0
23;500;2;4;sqrt;10.0
24;100;10;1;sqrt;20.0
25;200;2;4;sqrt;
26;500;5;1;0.3;10.0
27;100;5;4;log2;
28;300;2;1;0.3;
29;100;10;2;0.3;20.0
30;200;2;4;0.3;
