Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;log2;20.0
2;200;2;2;0.3;10.0
3;300;10;4;0.3;10.0
4;500;10;2;sqrt;
5;100;5;1;0.3;10.0
6;300;5;1;0.3;
7;200;10;4;log2;
8;300;5;2;log2;
9;200;2;4;sqrt;
10;100;5;4;0.3;
11;500;5;1;0.3;20.0
12;500;5;2;log2;20.0
13;300;10;4;sqrt;10.0
14;100;10;1;sqrt;20.0
15;500;5;1;log2;20.0
16;100;2;1;log2;20.0
17;500;5;4;0.3;
18;200;2;4;0.3;10.0
19;100;10;2;sqrt;20.0
20;500;10;1;0.3;10.0
21;500;10;4;log2;10.0
22;300;5;4;log2;
23;200;10;4;sqrt;20.0
24;100;5;2;0.3;20.0
25;500;2;1;0.3;20.0
26;100;10;4;sqrt;
27;500;5;2;0.3;10.0
28;300;10;1;sqrt;
29;500;2;1;sqrt;
30;200;10;2;0.3;20.0
