Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;4;0.3;20.0
2;500;5;2;0.3;
3;300;5;4;sqrt;
4;100;5;1;sqrt;10.0
5;100;5;4;log2;10.0
6;100;10;2;0.3;10.0
7;200;10;1;sqrt;10.0
8;500;5;1;log2;
9;100;10;1;log2;20.0
10;300;10;2;sqrt;20.0
11;500;10;4;log2;20.0
12;100;5;4;sqrt;10.0
13;300;5;4;0.3;10.0
14;200;10;2;sqrt;20.0
15;300;5;1;sqrt;
16;100;2;1;sqrt;
17;500;5;1;0.3;
18;200;2;1;log2;20.0
19;200;5;1;log2;10.0
20;300;5;1;sqrt;20.0
21;500;10;1;sqrt;
22;100;10;4;sqrt;10.0
23;100;5;1;sqrt;
24;300;2;1;0.3;20.0
25;300;5;4;log2;20.0
26;500;5;1;0.3;10.0
27;500;2;2;log2;20.0
28;300;2;1;log2;10.0
29;200;5;2;sqrt;20.0
30;300;10;4;log2;
