Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;sqrt;
2;100;10;1;log2;
3;300;2;4;sqrt;10.0
4;500;2;4;log2;20.0
5;500;5;2;sqrt;20.0
6;100;10;2;sqrt;
7;200;5;4;log2;10.0
8;500;2;2;0.3;10.0
9;300;5;1;0.3;10.0
10;100;10;4;0.3;10.0
11;100;2;1;log2;20.0
12;100;5;2;sqrt;
13;300;5;2;0.3;20.0
14;100;5;4;sqrt;20.0
15;300;10;1;sqrt;
16;300;2;2;0.3;20.0
17;100;10;2;0.3;
18;300;5;1;sqrt;20.0
19;300;5;4;0.3;10.0
20;300;5;1;log2;10.0
21;300;10;1;0.3;10.0
22;500;5;4;0.3;
23;100;10;4;log2;20.0
24;200;10;2;log2;
25;500;2;1;0.3;
26;500;10;4;0.3;20.0
27;200;2;4;log2;10.0
28;200;5;4;0.3;20.0
29;200;10;2;sqrt;
30;200;2;2;0.3;10.0
