Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;log2;10.0
2;100;2;4;log2;10.0
3;500;2;2;log2;
4;300;5;1;sqrt;10.0
5;500;10;4;sqrt;10.0
6;200;5;1;0.3;20.0
7;300;10;1;0.3;20.0
8;200;2;2;sqrt;
9;300;2;1;sqrt;
10;500;10;1;log2;20.0
11;500;5;1;sqrt;
12;500;5;1;0.3;20.0
13;200;5;1;log2;10.0
14;300;5;2;log2;
15;300;10;2;log2;20.0
16;200;5;4;0.3;
17;500;5;4;log2;
18;200;10;4;log2;20.0
19;500;2;4;0.3;10.0
20;500;10;1;sqrt;10.0
21;100;10;1;sqrt;
22;300;2;1;0.3;20.0
23;300;10;4;log2;
24;500;2;4;sqrt;
25;200;10;1;log2;20.0
26;300;10;4;sqrt;
27;100;10;1;sqrt;20.0
28;300;10;2;0.3;
29;300;5;4;0.3;
30;500;2;2;0.3;20.0
